Title,URL,Categories
"Delays, Disruptions, and Liquidated Damages in Construction Contracts",https://constructionfront.com/delays-disruptions-and-liquidated-damages/,"Claims &amp; Contract Administration, Knowledge Hub"
"Ørsted signs a MoU to establish world-class offshore wind power industry in South Korea",https://constructionfront.com/2024-02-25-orsted-signs-a-mou-to-establish-world-class-offshore-wind-power-industry-in-south-korea/,News
"Acciona-Amico JV secures Elevated Guideway and Stations Contract with Metrolinx in Toronto",https://constructionfront.com/2024-02-25-acciona-amico-jv-secures-elevated-guideway-and-stations-contract-with-metrolinx-in-toronto/,News
"EllisDon-PCL JV sign the Development Phase Agreement for the Ottawa Hospital PPP",https://constructionfront.com/2024-02-27-ellisdon-pcl-jv-sign-the-development-phase-agreement-for-the-ottawa-hospital-ppp/,News
"Santos secures financing for Moomba CCS Project in South Australia",https://constructionfront.com/2024-02-27-santos-secures-financing-for-moomba-ccs-project-in-south-australia/,News
"Sao Paulo-Campinas Intercity Train PPP is auctioned in Brazil for USD 4.5 Billion",https://constructionfront.com/2024-03-02-sao-paulo-campinas-intercity-train-ppp-is-auctioned-in-brazil/,News
"Liquidated Damages in Construction Contracts &#8211; An In-Depth Review",https://constructionfront.com/liquidated-damages-in-construction-contracts/,"Claims &amp; Contract Administration, Knowledge Hub"
"Flatiron secures more than $200 million in road Contracts in Southern California",https://constructionfront.com/2024-03-03-flatiron-secures-more-than-200-million-in-road-contracts-in-southern-california/,News
"Flatiron-Fred Smith JV wins $449.9 million contract for Triangle Expressway Southeast Extension in North Carolina",https://constructionfront.com/2024-03-03-flatiron-fred-smith-jv-wins-449-9-million-contract-for-triangle-expressway-southeast-extension-in-north-carolina/,News
"Bechtel Awards First Contracts for the First Nuclear Plant in Poland",https://constructionfront.com/2024-03-04-bechtel-awards-first-contracts-for-the-first-nuclear-plant-in-poland/,News
"Aecon-Pormeleau JV secures contract to design in-water works for Montréal Port Authority",https://constructionfront.com/2024-03-06-aecon-pormeleau-jv-secures-contract-to-design-in-water-works-for-montreal-port-authority/,News
"AECOM to support Amtrak on the $1.5 billion Susquehanna River Rail Bridge Project in Maryland",https://constructionfront.com/2024-03-09-aecom-to-support-amtrak-on-the-1-5-billion-susquehanna-river-rail-bridge-project-in-maryland/,News
"DIF raises EUR 6.8 billion for two new infrastructure funds (DIF VII and CIF III)",https://constructionfront.com/2024-03-12-dif-raises-eur-6-8-billion-for-two-new-infrastructure-funds-dif-vii-and-cif-iii/,News
"Fluor JV Awarded Contract for Hanford Site Integrated Tank Disposition by DOE",https://constructionfront.com/2024-03-14-fluor-jv-awarded-contract-for-hanford-integrated-tank-disposition-by-doe/,News
"Vestas Secures Order for 319 MW Cimarron Wind Farm in Tecate &#8211; Mexico",https://constructionfront.com/2024-03-20-vestas-secures-order-for-319-mw-cimarron-wind-farm-in-tecate-mexico/,News
"JERA and ExxonMobil Partner to Develop Low-Carbon Hydrogen and Ammonia Production Project",https://constructionfront.com/2024-03-26-jera-and-exxonmobil-partner-to-develop-low-carbon-hydrogen-and-ammonia-production-project/,News
"DIF Capital Partners enters in Exclusive Talks to Acquire TDF Fiber Business",https://constructionfront.com/2024-04-22-dif-capital-partners-enters-in-exclusive-talks-to-acquire-tdf-fiber-business/,News
"Balfour Beatty to Construct Scotland’s First Net Zero Prison",https://constructionfront.com/2024-04-25-balfour-beatty-to-construct-scotlands-first-net-zero-prison/,News
"Lane Construction Awarded $110 Million Contract for I-64 Hampton Roads Express Lanes (HREL) Project in Virginia",https://constructionfront.com/2024-04-30-lane-construction-awarded-110-million-contract-for-i-64-hampton-roads-express-lanes-hrel-project-in-virginia/,News
"Buildots Secures $15M Investment from Intel Capital",https://constructionfront.com/2024-07-22-buildots-secures-15m-investment-from-intel-capital/,News
"Fluor Signs Phase 2 FEED Contract with RoPower Nuclear",https://constructionfront.com/2024-08-05-fluor-signs-phase-2-feed-contract-with-ropower-nuclear/,News
"AECOM-Led Joint Venture to Modernize Amtrak’s Northeast Corridor",https://constructionfront.com/2025-01-02-aecom-led-joint-venture-to-modernize-amtraks-northeast-corridor/,News
"Google Partners with CIP for 250MW Wind Power PPA in the Netherlands",https://constructionfront.com/2025-01-04-google-partners-with-cip-for-250mw-wind-power-ppa-in-the-netherlands/,News
"Thiess Wins US$330 Million Kapuas Bara Utama Mining Contract in Indonesia",https://constructionfront.com/2025-01-08-thiess-wins-us330-million-kapuas-bara-utama-mining-contract-in-indonesia/,News
"Copenhagen Infrastructure Partners (CIP) reaches FID for two 500MW BESS in Scotland",https://constructionfront.com/2025-01-12-copenhagen-infrastructure-partners-cip-reaches-fid-for-two-500mw-bess-in-scotland/,News
"Aker receives final NTP for Norfolk Vanguard West and East",https://constructionfront.com/2025-01-16-aker-receives-final-ntp-for-norfolk-vanguard-west-and-east/,News
"Flatiron and Dragados North America Merge Successfully Complete",https://constructionfront.com/2025-01-20-flatiron-and-dragados-north-america-merge-successfully-complete/,News
"ACCIONA Secures D&C Contract for Lumsden Point Development in Western Australia",https://constructionfront.com/2025-01-22-acciona-secures-dampc-contract-for-lumsden-point-development-in-western-australia/,News
"UGL Secures Contract for Clean Energy Infrastructure in Western Australia",https://constructionfront.com/2025-01-27-ugl-secures-contract-for-clean-energy-infrastructure-in-western-australia/,News
"Sojitz Corporation Enters Agreement to Acquire Capella Capital",https://constructionfront.com/2025-02-02-sojitz-corporation-enters-agreement-to-acquire-capella-capital/,News
"Request for Proposals (RFP) Issued for Ontario Science Centre Relocation",https://constructionfront.com/2025-02-02-request-for-proposals-issued-for-ontario-science-centre-relocation/,News
"Power Purchase Agreement (PPA): What It Is and How It Works in Construction",https://constructionfront.com/power-purchase-agreement-ppa/,"Knowledge Hub, Procurement and Contract Models"
"HOCHTIEF to Build High-Tech University Facility in Bavaria",https://constructionfront.com/2025-02-09-hochtief-to-build-high-tech-university-facility-in-bavaria/,News
"Copenhagen Infrastructure Partners (CIP) Begins Construction on 240 MW / 960 MWh Battery Energy Storage System in Australia",https://constructionfront.com/2025-02-09-copenhagen-infrastructure-partners-cip-begins-construction-on-240-mw-960-mwh-battery-energy-storage-system-in-australia/,News
"Parsons Expands Environmental Remediation Capabilities with TRS Group Acquisition",https://constructionfront.com/2025-02-09-parsons-expands-environmental-remediation-capabilities-with-trs-group-acquisition/,News
"ACCIONA-Ferrovial JV Complete Highway Construction in Northern Peru",https://constructionfront.com/2025-02-16-acciona-ferrovial-jv-complete-highway-construction-in-northern-peru/,News
"Aker Solutions Secures Contract for BalWin 1 Offshore Wind Project",https://constructionfront.com/2025-02-16-aker-solutions-secures-contract-for-balwin-1-offshore-wind-project/,News
"São Paulo and Brazilian Federal Government Formalize Agreement for Santos-Guarujá Tunnel Project",https://constructionfront.com/2025-02-17-sao-paulo-and-brazilian-federal-government-formalize-agreement-for-santos-guaruja-tunnel-project/,News
"Jacobs Appointed as Program Manager and Owner&#8217;s Engineer for Xcel Energy&#8217;s Billionaire Capital Program",https://constructionfront.com/2025-02-19-jacobs-appointed-program-manager-and-owners-engineer-for-xcel-energy/,News
"Perth Airport Selects Bechtel for Major Expansion Project",https://constructionfront.com/2025-02-22-perth-airport-selects-bechtel-for-major-expansion-project/,News
"ADQ Completes Strategic Investment in Plenary Group",https://constructionfront.com/2025-02-25-adq-completes-strategic-investment-in-plenary-group/,News
"Copenhagen Infrastructure Partners Acquires Full Ownership of Morecambe Offshore Wind Project in the UK",https://constructionfront.com/2025-02-27-copenhagen-infrastructure-partners-acquires-full-ownership-of-morecambe-offshore-wind-project-in-the-uk/,News
"Notice to Proceed (NTP) in Construction: Meaning, Types and Contract Use",https://constructionfront.com/notice-to-proceed/,"Knowledge Hub, Procurement and Contract Models"
"Abertis Expands Presence in France with Acquisition of A-63 Toll Road",https://constructionfront.com/2025-03-05-abertis-expands-presence-in-france-with-acquisition-of-a-63-toll-road/,News
"Saipem and Divento Partner for Floating Wind Projects in Italy",https://constructionfront.com/2025-03-06-saipem-and-divento-partner-for-floating-wind-projects-in-italy/,News
"Gode Wind 3 Offshore Wind Farm Begins Commercial Operation",https://constructionfront.com/2025-03-09-gode-wind-3-offshore-wind-farm-begins-commercial-operation/,News
"What is a Demurrage Claim?",https://constructionfront.com/what-is-a-demurrage-claim/,"Claims &amp; Contract Administration, Knowledge Hub"
"Canadian Solar Secures Key BESS Agreements with Aypa Power in the US",https://constructionfront.com/2025-03-11-canadian-solar-secures-key-bess-agreements-with-aypa-power-in-the-us/,News
"Siemens Energy Secures $1.6 Billion Project for Rumah 2 and Nairyah 2 Power Plants in KSA",https://constructionfront.com/2025-03-14-siemens-energy-secures-1-6-billion-project-for-rumah-2-and-nairyah-2-power-plants-in-saudi-arabia/,News
"Notice of Delay: What is it? How to Draft one?",https://constructionfront.com/notice-of-delay/,"Claims &amp; Contract Administration, Knowledge Hub"
"Técnicas Reunidas to Lead Engineering for La Robla Green Methanol Project",https://constructionfront.com/2025-03-16-tecnicas-reunidas-to-lead-engineering-for-la-robla-green-methanol-projec/,News
"Verdagy awards FEED Contract for Black & Veatch for Clean Hydrogen Plant in Texas",https://constructionfront.com/2025-03-19-verdagy-awards-feed-contract-for-black-amp-veatch-for-clean-hydrogen-plant-in-texas/,News
"CIP Secures Funding for Murchison Green Hydrogen Project in Australia",https://constructionfront.com/2025-03-23-cip-secures-funding-for-murchison-green-hydrogen-project-in-australia/,News
"GE Vernova to Equip Two RWE Wind Farms in Texas with Over 100 Turbines",https://constructionfront.com/2025-03-28-ge-vernova-to-equip-two-rwe-wind-farms-in-texas-with-over-100-turbines/,News
"Siemens Gamesa Transfers Majority Stake in Indian Wind Business to TPG in Strategic Partnership",https://constructionfront.com/2025-03-31-siemens-gamesa-transfers-majority-stake-in-indian-wind-business-to-tpg-in-strategic-partnership/,News
"Aker Solutions Secures EPC Contract for Northern Lights Phase 2 CCS Project in Norway",https://constructionfront.com/2025-04-03-aker-solutions-secures-contract-for-northern-lights-phase-2-carbon-storage-project-in-norway/,News
"Saipem Receives Full NTP from Stockholm Exergi for BECCS project in Sweden",https://constructionfront.com/2025-04-03-saipem-receives-full-ntp-from-stockholm-exergi-for-beccs-project-in-sweden/,News
"Central-West Orana PPP Reaches Financial Close for the Australia&#8217;s First Renewable Zone",https://constructionfront.com/2025-04-06-central-west-orana-ppp-reaches-financial-close-for-the-australias-first-renewable-close/,News
"What is the Difference Between Commercial Close and Financial Close?",https://constructionfront.com/commercial-close-vs-financial-close/,"Knowledge Hub, Project Development"
"Hochtief and Implenia JV Secure New Ostbahnhof Tunnel Contract with Deutsche Bahn",https://constructionfront.com/2025-04-09-hochtief-and-implenia-jv-secure-new-ostbahnhof-tunnel-contract-with-deutsche-bahn/,News
"Technip Energies to Deliver Blue Point, World&#8217;s Largest Low-Carbon Ammonia Facility in Louisiana",https://constructionfront.com/2025-04-13-technip-energies-to-deliver-blue-point-worlds-largest-low-carbon-ammonia-facility-in-louisiana/,News
"SLEC Issues Notice to Proceed to Gemma Power Systems for 1.2 GW Gas Plant in Texas",https://constructionfront.com/2025-04-13-slec-issues-notice-to-proceed-to-gemma-power-systems-for-1-2-gw-gas-plant-in-texas/,News
"Technip secures FEED contract for Australia’s First Alcohol-to-Jet SAF Plant with Jet Zero’s Project Ulysses",https://constructionfront.com/2025-04-18-technip-secures-feed-contract-for-australias-first-alcohol-to-jet-saf-plant-with-jet-zeros-project-ulysses/,News
"CVC DIF Acquires 49% Stake in BALANCE, the Biogas Subsidiary of Germany’s VNG AG",https://constructionfront.com/2025-04-18-cvc-dif-acquires-49-stake-in-balance-the-biogas-subsidiary-of-vng-ag-in-germany/,News
"Logan and Gold Coast Faster Rail Major Contract awarded to Acciona-CPB-UGL JV",https://constructionfront.com/2025-04-19-logan-and-gold-coast-faster-rail-major-contract-awarded-to-acciona-cpb-ugl-jv/,News
"Prolongation Costs and Claims in Construction Contracts",https://constructionfront.com/prolongation-costs/,"Claims &amp; Contract Administration, Knowledge Hub"
"ACCIONA and Eiffage to Deliver Madrid&#8217;s New Formula 1 Urban Circuit",https://constructionfront.com/2025-04-21-acciona-and-eiffage-to-deliver-madrids-new-formula-1-urban-circuit/,News
"ACCIONA acquires Machu Picchu Transmission Line Concession in South Peru",https://constructionfront.com/2025-04-25-acciona-secures-machu-picchu-transmission-line-concession-project-in-perus-south/,News
"CVC DIF&#8217;s Ottoway Expands UK Presence with Acquisition of Two Student Accommodation Assets",https://constructionfront.com/2025-04-27-cvc-difs-ottoway-expands-uk-presence-with-acquisition-of-two-student-accommodation-assets/,News
"SLB-Sener-ACCIONA JV Awarded FEED Contract for AEB Amsterdam’s Aurora Carbon Capture Project",https://constructionfront.com/2025-04-27-slb-sener-acciona-jv-awarded-feed-contract-for-aeb-amsterdams-aurora-carbon-capture-project/,News
"Woodside reaches Final Investment Decision for Louisiana LNG Development",https://constructionfront.com/2025-05-03-woodside-reaches-final-investment-decision-for-louisiana-lng-development/,News
"Eichleay Formula: What is it? How to use?",https://constructionfront.com/eichleay-formula/,"Claims &amp; Contract Administration, Knowledge Hub"
"Eni Reaches Financial Close for Liverpool Bay CCS Project and Awards Major Contract to Saipem",https://constructionfront.com/2025-05-04-eni-reaches-financial-close-for-liverpool-bay-ccs-project-and-awards-major-contract-to-saipem/,News
"Ghella-Acciona-CPB JV kick off major construction works on Suburban Rail Loop in Melbourne",https://constructionfront.com/2025-05-07-ghella-acciona-cpb-jv-kick-off-major-construction-works-on-suburban-rail-loop-in-melbourne/,News
"Kiewit and Quanta Awarded $1.7B Contract to Build Grain Belt Express, the Largest Transmission Line in U.S.",https://constructionfront.com/2025-05-08kiewit-and-quanta-awarded-1-7b-contract-to-build-grain-belt-express-the-largest-transmission-line-in-u-s/,News
"GE Vernova Hitachi’s BWRX-300 small modular reactor approved for construction for Darlington New Nuclear Project in Ontario",https://constructionfront.com/2025-05-10-ge-vernova-hitachis-bwrx-300-small-modular-reactor-approved-for-construction-for-darlington-new-nuclear-project-in-ontario/,News
"Aecon-Kiewit JV awarded Alliance Contract for the Darlington New Nuclear Project Construction",https://constructionfront.com/2025-05-11-aecon-kiewit-jv-awarded-alliance-contract-for-the-darlington-new-nuclear-project-construction/,News
"Aypa Power Reaches Financial Close on $535 Million for California Hybrid Solar and Storage Project",https://constructionfront.com/2025-05-14-aypa-power-reaches-financial-close-on-535-million-for-california-hybrid-solar-and-storage-project/,News
"ACCIONA Reaches Financial Close for Casablanca Desalination Plant PPP",https://constructionfront.com/2025-05-14-acciona-reaches-financial-close-for-casablanca-desalination-plant-ppp/,News
"Bechtel Appointed as Delivery Partner for King Salman International Airport Expansion in Riyadh",https://constructionfront.com/2025-05-15-bechtel-appointed-as-delivery-partner-for-king-salman-international-airport-expansion/,News
"Port of Vancouver Confirms Procurement Process for Roberts Bank Terminal 2 Construction",https://constructionfront.com/2025-05-19-port-of-vancouver-confirms-procurement-process-for-roberts-bank-terminal-2-construction/,News
"Siemens Energy to Supply Synchronous Condensers for CWO REZ Project in Australia",https://constructionfront.com/2025-05-25-siemens-energy-to-supply-synchronous-condensers-for-cwo-rez-project-in-australia/,News
"Bechtel receives Full NTP for Mammoth Solar facility in Indiana",https://constructionfront.com/2025-05-25-bechtel-receives-full-ntp-for-mammoth-solar-facility-in-indiana/,News
"ABB Launches Battery Energy Storage Systems-as-a-Service (BESSaaS)",https://constructionfront.com/2025-05-26-abb-launches-battery-energy-storage-systems-as-a-service-bessaas/,News
"DIF-Backed Diverso Energy and Mattamy Homes Announce Strategic Geothermal Partnership",https://constructionfront.com/2025-05-31-dif-backed-diverso-energy-and-mattamy-homes-announce-strategic-geothermal-partnership/,News
"GE Vernova to Supply Gas Turbines to Técnicas Reunidas–Orascom JV for 3GW Qurayyah IPP Expansion",https://constructionfront.com/2025-05-31-ge-vernova-to-supply-gas-turbines-to-tecnicas-reunidasorascom-jv-for-3gw-qurayyah-ipp-expansion/,News
"Integrated Project Delivery (IPD): What is it?",https://constructionfront.com/integrated-project-delivery-ipd/,"Knowledge Hub, Procurement and Contract Models"
"CIP and PensionDanmark Launch Plexar Energy to Accelerate Industrial Microgrid Deployment",https://constructionfront.com/2025-06-01-cip-and-pensiondanmark-launch-plexar-energy-to-accelerate-industrial-microgrid-deployment/,News
"ANDRITZ–GE Vernova JV to Deliver Synchronous Condensers at Bakersfield Substation in West Texas",https://constructionfront.com/2025-06-04-andritz-ge-vernova-jv-to-deliver-synchronous-condensers-at-bakersfield-substation-in-west-texas/,News
"Murphy Secures Contract to deliver UK&#8217;s largest Substation at Uxbridge Moor",https://constructionfront.com/2025-06-07-murphy-secures-contract-to-deliver-uks-largest-substation-at-uxbridge-moor/,News
"AECOM Hunt-Turner JV Appointed as Construction Manager for Kay Bailey Hutchison Convention Center Expansion in Dallas",https://constructionfront.com/2025-06-07-aecom-hunt-turner-jv-appointed-as-construction-manager-for-kay-bailey-hutchison-convention-center-expansion/,News
"ADNOC Gas reaches FID for Rich Gas Development Project and Awards $5 Billion in Construction Contracts",https://constructionfront.com/2025-06-15-adnoc-gas-reaches-fid-for-rich-gas-development-project-and-awards-5-billion-in-contracts/,News
"Infrastructure Ontario Advances QEW Skyway Twinning Project with Flatiron-Dragados JV as Development Partner",https://constructionfront.com/2025-06-15-infrastructure-ontario-advances-qew-skyway-twinning-project-with-flatiron-dragados-jv-as-development-partner/,News
"FlatironDragados JV Partners with FDOT on $933M I-95/SW 10th Street Improvements in Broward County",https://constructionfront.com/2025-06-16-flatirondragados-jv-partners-with-fdot-on-933m-i-95-sw-10th-street-improvements-in-broward-county/,News
"Genus Wins $65 Million Contract for Merredin BESS and Substation in WA",https://constructionfront.com/2025-06-16-genus-wins-65-million-contract-for-merredin-bess-and-substation-in-wa/,News
"ANDRITZ Awarded Contract for Large-Scale CCS Plant in Aarhus, Denmark",https://constructionfront.com/2025-06-18-andritz-awarded-contract-for-large-scale-ccs-plant-in-aarhus-denmark/,News
"Vår Energi Reaches FID for Balder Phase VI Project on Norwegian Continental Shelf",https://constructionfront.com/2025-06-22-var-energi-reaches-fid-for-balder-phase-vi-project-on-norwegian-continental-shelf/,News
"Saipem awarded FEED Contract with Sonatrach for Algerian Phosphate Project",https://constructionfront.com/2025-06-24-saipem-awarded-feed-contract-with-sonatrach-for-algerian-phosphate-project/,News
"Three Consortia Shortlisted for Northland Expressway PPP in New Zealand",https://constructionfront.com/2025-06-24-three-consortia-shortlisted-for-northland-expressway-ppp-in-new-zealand/,News
"Cheniere Reaches FID for Corpus Christi Midscale LNG Expansion and Issues Notice to Proceed to Bechtel",https://constructionfront.com/2025-06-25-cheniere-reaches-fid-for-corpus-christi-midscale-lng-expansion-and-issues-notice-to-proceed-to-bechtel/,News
"GenusPlus Secures $105 Million Contract from Alinta Energy for Reeves Plains BESS Project in South Australia",https://constructionfront.com/2025-07-01-genusplus-secures-105-million-contract-from-alinta-energy-for-reeves-plains-bess-project-in-south-australia/,News
"Balfour Beatty-led JV signs Alliance Agreement to deliver Civil Works for Sizewell C Nuclear Plant",https://constructionfront.com/2025-07-02-balfour-beatty-led-jv-signs-alliance-agreement-to-deliver-civil-works-for-sizewell-c-nuclear-plant/,News
"Hochtief-BESIX Led JV Secures €1.2 Billion Road PPP Contract for ViA15 Project in the Netherlands",https://constructionfront.com/2025-07-06-hochtief-besix-led-jv-secures-1-2-billion-via15-ppp-contract-in-the-netherlands/,News
"Skanska-FlatironDragados JV Awarded $1 Billion Contract for Long Bridge North Project",https://constructionfront.com/2025-07-10-skanska-flatirondragados-jv-awarded-1-billion-contract-for-long-bridge-north-project/,News
"Port of Vancouver Launches Procurement for $1 B Roberts Bank Terminal 2 Wharf Project",https://constructionfront.com/2025-07-13-port-of-vancouver-launches-procurement-for-1-b-roberts-bank-terminal-2-wharf-project/,News
"Parsons Appointed Project Management Consultant for Dubai Metro Blue Line",https://constructionfront.com/2025-07-15-parsons-appointed-project-management-consultant-for-dubai-metro-blue-line/,News
"Oklo Selects Kiewit as Lead Constructor for First Aurora Powerhouse at Idaho National Laboratory",https://constructionfront.com/2025-07-19-oklo-selects-kiewit-as-lead-constructor-for-first-aurora-powerhouse-at-idaho-national-laboratory/,News
"Turner-Wohlsen JV to Deliver CoreWeave’s Multi-Billion Dollar AI Data Center Campus in Pennsylvania",https://constructionfront.com/2025-07-23-turner-wohlsen-jv-to-deliver-coreweaves-multi-billion-dollar-ai-data-center-campus-in-pennsylvania/,News
"Saipem and Subsea7 to Merge, Forming Global Offshore Leader “Saipem7”",https://constructionfront.com/2025-07-27-saipem-and-subsea7-to-merge-forming-global-offshore-leader-saipem7/,News
"Air Liquide Takes FID on €200 MW &#8220;ELYgator&#8221; Renewable Hydrogen Plant at Maasvlakte, Port of Rotterdam",https://constructionfront.com/2025-07-30-air-liquide-takes-fid-on-200-mw-elygator-renewable-hydrogen-plant-at-maasvlakte-port-of-rotterdam/,News
"EnergyCo Closes EOI Phase for New England REZ PPP with Strong Market Interest in Australia",https://constructionfront.com/2025-07-30-energyco-closes-eoi-phase-for-new-england-rez-ppp-with-strong-market-interest-in-australia/,News
"Fluor Joint Venture Secures FEED Contract for Second Phase of LNG Canada Project in British Columbia",https://constructionfront.com/2025-08-03-fluor-joint-venture-secures-feed-contract-for-second-phase-of-lng-canada-project-in-british-columbia/,News
"Technip Energies Awarded Major EPC Contract for Commonwealth LNG Export Facility in Louisiana",https://constructionfront.com/2025-08-06-technip-energies-awarded-major-epc-contract-for-commonwealth-lng-export-facility-in-louisiana/,News
"Infrastructure Ontario Awards $1.4B PPP Contract for Yonge North Subway Extension Advance Tunnelling",https://constructionfront.com/2025-08-11-infrastructure-ontario-awards-1-4b-ppp-contract-for-yonge-north-subway-extension-advance-tunnelling/,News
"Acciona–ACS Infra JV Reaches Financial Close on $11 Billion SR 400 Express Lanes Project",https://constructionfront.com/2025-08-12-accionaacs-infra-jv-reaches-financial-close-on-11-billion-sr-400-express-lanes-project/,News
"LA Metro Chooses FlatironDragados for Two Significant Rail Projects Worth $900 Million",https://constructionfront.com/2025-09-01-la-metro-chooses-flatirondragados-for-two-significant-rail-projects-worth-900-million/,News
"CVC DIF to Acquire Gabriela Hybrid Solar-Battery Storage Project in Northern Chile",https://constructionfront.com/2025-09-06-cvc-dif-to-acquire-gabriela-hybrid-solar-battery-storage-project-in-northern-chile/,News
"RWE and Apollo Global Management Form Strategic Joint Venture for German Grid Expansion",https://constructionfront.com/2025-09-08-rwe-and-apollo-global-management-form-strategic-joint-venture-for-german-grid-expansion/,News
"Saipem Wins EPCI Contract for Sakarya Gas Field Phase 3 Offshore Development",https://constructionfront.com/2025-09-11-saipem-wins-epci-contract-for-sakarya-gas-field-phase-3-offshore-development/,News
"Curtailment in Energy & Renewables: Definition, Causes and Risk",https://constructionfront.com/curtailment-renewable-energy/,"Knowledge Hub"
"Iberdrola and Selex Sign PPA for 1,250 GWh of Renewable Electricity in Italy",https://constructionfront.com/2025-09-14-iberdrola-and-selex-sign-ppa-for-1250-gwh-of-renewable-electricity-in-italy/,News
"Genus to Deliver 100MW/200MWh Wagerup BESS for Alinta Energy in Western Australia",https://constructionfront.com/2025-09-20-genusplus-to-deliver-100mw-200mwh-wagerup-bess-for-alinta-energy-in-western-australia/,News
"Hyundai E&C to Deliver ‘K-Housing’ in New Zealand via Early Contractor Involvement (ECI) Contract",https://constructionfront.com/2025-09-24-hyundai-ec-to-deliver-k-housing-in-new-zealand-via-early-contractor-involvement-eci-contract/,News
"STRABAG and Siemens Energy Begin Construction of OMV’s 140 MW Green Hydrogen Plant in Austria",https://constructionfront.com/2025-10-01-strabag-and-siemens-energy-begin-construction-of-omvs-140-mw-green-hydrogen-plant-in-austria/,News
"Ark Energy Appoints Elecnor as ECI Contractor for Richmond Valley Solar & BESS Project",https://constructionfront.com/2025-10-01-ark-energy-appoints-elecnor-as-eci-contractor-for-richmond-valley-solar-bess-project/,News
"Aecon-Pomerleau JV Reaches Financial Close on $609M Montreal Port Expansion In-Water Works",https://constructionfront.com/2025-10-12-aecon-pomerleau-jv-reaches-financial-close-on-609m-montreal-port-expansion-in-water-works/,News
"Saipem Secures $600 M Offshore Contract Package for Shah Deniz Compression Project in Azerbaijan",https://constructionfront.com/2025-10-20-saipem-secures-600-m-offshore-contract-package-for-shah-deniz-compression-project-in-azerbaijan/,News
"Infrastructure Ontario issues RFQ for Stations, Rail & Systems Contract on Yonge North Subway Extension",https://constructionfront.com/2025-10-21-infrastructure-ontario-issues-rfq-for-stations-rail-systems-contract-on-yonge-north-subway-extension/,News
"Copenhagen Infrastructure Partners Acquires First UK Biogas Plant as Entry to British Bio-Energy Market",https://constructionfront.com/2025-11-04-copenhagen-infrastructure-partners-acquires-first-uk-biogas-plant-as-entry-to-british-bio-energy-market/,News
"Iberdrola Named Development Partner for Major VNI West Transmission Project in Australia",https://constructionfront.com/2025-11-16-iberdrola-named-development-partner-for-major-vni-west-transmission-project-in-australia/,News
"Skanska JV Secures USD 534M Vincent Thomas Bridge Deck Replacement Contract",https://constructionfront.com/2026-04-08-skanska-jv-wins-534m-caltrans-contract-for-vincent-thomas-bridge-deck-replacement-in-los-angeles/,News
"GIICA Shortlists Two Bidders for the new Brisbane Stadium Under ECI Contract Model",https://constructionfront.com/2026-04-10-giica-shortlists-two-bidders-for-brisbane-stadium-under-eci-contract-model/,News
"Lane Wins $582 Million Contract for Florida’s Moving I-4 Forward Project 2",https://constructionfront.com/2026-04-10-lane-wins-582-million-contract-for-floridas-moving-i-4-forward-project-2/,News
"Fluor secures FEL contract for Nuclear Project in Texas with X‑Energy",https://constructionfront.com/2026-04-12-fluor-secures-fel-contract-for-nuclear-project-in-texas-with-xenergy/,News
"What Is an RFI in Construction? Why It Matters Under Construction Contracts",https://constructionfront.com/rfi-construction/,"Claims &amp; Contract Administration, Knowledge Hub"
Newsletter,https://constructionfront.com/newsletter/,
"New Era secures $290 million Macquarie facility for Texas critical data center campus",https://constructionfront.com/2026-04-14-new-era-secures-290-million-macquarie-facility-for-texas-critical-data-center-campus/,News
"What Is Project Financing? Structure, Risk Allocation, and Why It Matters in Construction",https://constructionfront.com/project-financing/,"Knowledge Hub, Project Development"
"When Does an RFI Become a Variation? A Practical Construction Contract Guide",https://constructionfront.com/when-does-an-rfi-become-a-variation/,"Claims &amp; Contract Administration, Knowledge Hub"
What Is Concurrent Delay in Construction?,https://constructionfront.com/concurrent-delay/,"Claims &amp; Contract Administration, Knowledge Hub"
"HOCHTIEF consortium secures next construction phase of Prague Metro Line D",https://constructionfront.com/2026-04-16-hochtief-consortium-secures-next-construction-phase-of-prague-metro-line-d/,News
"Contract Administration and Construction Claims Explained",https://constructionfront.com/construction-claims-and-contract-administration/,"Claims &amp; Contract Administration, Knowledge Hub"
"Neoen launches France’s largest battery project in Vernou-la-Celle-sur-Seine as grid-scale storage grows in Europe",https://constructionfront.com/2026-04-19-neoen-launches-frances-largest-battery-project-in-vernou-la-celle-sur-seine-as-grid-scale-storage-grows-in-europe/,News
"What Is Progressive Design-Build? How It Works and When to Use It",https://constructionfront.com/progressive-design-build/,"Knowledge Hub, Procurement and Contract Models"
"What Is a Guaranteed Maximum Price (GMP) in Construction? (And How It Works?)",https://constructionfront.com/guaranteed-maximum-price/,"Knowledge Hub, Procurement and Contract Models"
"Technip Energies receives substantial authorization to advance Commonwealth LNG ahead of FID",https://constructionfront.com/2026-04-20-technip-energies-receives-substantial-authorization-to-advance-commonwealth-lng-ahead-of-fid/,News
"GMP vs Lump Sum in Construction: What’s the Difference?",https://constructionfront.com/gmp-vs-lump-sum/,"Knowledge Hub, Procurement and Contract Models"
"CIP commences construction on 1,500 MWh Patache BESS project in Chile",https://constructionfront.com/cip-commences-construction-on-1500-mwh-patache-bess-project-in-chile/,News
